split_layer,drop_rate,sigma,accuracy
7,0.38,2.0,0.0030000000000000005
7,0.57,2.0,0.0030000000000000005
7,0.76,2.0,0.002
7,0.95,2.0,0.0030000000000000005
8,0.0,0.0,0.703
8,0.19,0.0,0.602
8,0.38,0.0,0.455
8,0.57,0.0,0.193
8,0.76,0.0,0.008
8,0.95,0.0,0.006
8,0.0,0.3,0.6883333333333334
8,0.19,0.3,0.38966666666666666
8,0.38,0.3,0.21233333333333335
8,0.57,0.3,0.041
8,0.76,0.3,0.0030000000000000005
8,0.95,0.3,0.005666666666666667
8,0.0,0.4214,0.6686666666666667
8,0.19,0.4214,0.3013333333333333
8,0.38,0.4214,0.16333333333333333
8,0.57,0.4214,0.021666666666666667
8,0.76,0.4214,0.0030000000000000005
8,0.95,0.4214,0.004666666666666667
8,0.0,0.5429,0.624
8,0.19,0.5429,0.23266666666666666
8,0.38,0.5429,0.10833333333333334
8,0.57,0.5429,0.01333333333333333
8,0.76,0.5429,0.0026666666666666666
8,0.95,0.5429,0.004333333333333334
8,0.0,0.6643,0.576
8,0.19,0.6643,0.16566666666666666
8,0.38,0.6643,0.06766666666666667
8,0.57,0.6643,0.011666666666666667
8,0.76,0.6643,0.0026666666666666666
8,0.95,0.6643,0.005
8,0.0,0.7857,0.5116666666666666
8,0.19,0.7857,0.12366666666666666
8,0.38,0.7857,0.052
8,0.57,0.7857,0.008
8,0.76,0.7857,0.002
8,0.95,0.7857,0.005
8,0.0,0.9071,0.431
8,0.19,0.9071,0.08433333333333333
8,0.38,0.9071,0.03466666666666667
8,0.57,0.9071,0.006666666666666667
8,0.76,0.9071,0.0016666666666666668
8,0.95,0.9071,0.0033333333333333335
8,0.0,1.0286,0.349
8,0.19,1.0286,0.054
8,0.38,1.0286,0.023000000000000003
8,0.57,1.0286,0.005
8,0.76,1.0286,0.002
8,0.95,1.0286,0.0033333333333333335
8,0.0,1.15,0.2786666666666667
8,0.19,1.15,0.04033333333333333
8,0.38,1.15,0.016333333333333335
8,0.57,1.15,0.004
8,0.76,1.15,0.002
8,0.95,1.15,0.0030000000000000005
8,0.0,1.2714,0.217
8,0.19,1.2714,0.025000000000000005
8,0.38,1.2714,0.011333333333333334
8,0.57,1.2714,0.004
8,0.76,1.2714,0.002
8,0.95,1.2714,0.0030000000000000005
8,0.0,1.3929,0.16466666666666666
8,0.19,1.3929,0.017333333333333336
8,0.38,1.3929,0.010333333333333332
8,0.57,1.3929,0.004
8,0.76,1.3929,0.002
8,0.95,1.3929,0.0030000000000000005
8,0.0,1.5143,0.125
8,0.19,1.5143,0.012333333333333335
8,0.38,1.5143,0.008
8,0.57,1.5143,0.004
8,0.76,1.5143,0.002
8,0.95,1.5143,0.0030000000000000005
8,0.0,1.6357,0.09066666666666667
8,0.19,1.6357,0.01
8,0.38,1.6357,0.006999999999999999
8,0.57,1.6357,0.004
8,0.76,1.6357,0.002
8,0.95,1.6357,0.0030000000000000005
8,0.0,1.7571,0.068
8,0.19,1.7571,0.008
8,0.38,1.7571,0.005666666666666667
8,0.57,1.7571,0.004
8,0.76,1.7571,0.002
8,0.95,1.7571,0.0030000000000000005
8,0.0,1.8786,0.04800000000000001
8,0.19,1.8786,0.007333333333333333
8,0.38,1.8786,0.004666666666666667
8,0.57,1.8786,0.0030000000000000005
8,0.76,1.8786,0.002
8,0.95,1.8786,0.0030000000000000005
8,0.0,2.0,0.03233333333333333
8,0.19,2.0,0.005333333333333333
8,0.38,2.0,0.0030000000000000005
8,0.57,2.0,0.0033333333333333335
8,0.76,2.0,0.002
8,0.95,2.0,0.0030000000000000005
9,0.0,0.0,0.703
9,0.19,0.0,0.602
9,0.38,0.0,0.456
9,0.57,0.0,0.193
9,0.76,0.0,0.007
9,0.95,0.0,0.006
9,0.0,0.3,0.6756666666666667
9,0.19,0.3,0.4443333333333333
9,0.38,0.3,0.25533333333333336
9,0.57,0.3,0.061
9,0.76,0.3,0.004333333333333334
9,0.95,0.3,0.0016666666666666668
9,0.0,0.4214,0.6693333333333333
9,0.19,0.4214,0.43133333333333335
9,0.38,0.4214,0.25033333333333335
9,0.57,0.4214,0.05633333333333334
9,0.76,0.4214,0.004
9,0.95,0.4214,0.002
9,0.0,0.5429,0.6709999999999999
9,0.19,0.5429,0.42366666666666664
9,0.38,0.5429,0.22999999999999998
9,0.57,0.5429,0.052333333333333336
9,0.76,0.5429,0.005
9,0.95,0.5429,0.0016666666666666668
9,0.0,0.6643,0.659
9,0.19,0.6643,0.40266666666666673
9,0.38,0.6643,0.21533333333333335
9,0.57,0.6643,0.04633333333333334
9,0.76,0.6643,0.0036666666666666666
9,0.95,0.6643,0.0026666666666666666
9,0.0,0.7857,0.6470000000000001
9,0.19,0.7857,0.38066666666666665
9,0.38,0.7857,0.19433333333333333
9,0.57,0.7857,0.04033333333333333
9,0.76,0.7857,0.0036666666666666666
9,0.95,0.7857,0.0023333333333333335
9,0.0,0.9071,0.6373333333333333
9,0.19,0.9071,0.35633333333333334
9,0.38,0.9071,0.17899999999999996
9,0.57,0.9071,0.03366666666666667
9,0.76,0.9071,0.004333333333333334
9,0.95,0.9071,0.002
9,0.0,1.0286,0.626
9,0.19,1.0286,0.324
9,0.38,1.0286,0.156
9,0.57,1.0286,0.030333333333333334
9,0.76,1.0286,0.004333333333333334
9,0.95,1.0286,0.002
9,0.0,1.15,0.605
9,0.19,1.15,0.29866666666666664
9,0.38,1.15,0.13166666666666668
9,0.57,1.15,0.021666666666666667
9,0.76,1.15,0.004
9,0.95,1.15,0.0016666666666666668
9,0.0,1.2714,0.5843333333333334
9,0.19,1.2714,0.266
9,0.38,1.2714,0.111
9,0.57,1.2714,0.02
9,0.76,1.2714,0.004
9,0.95,1.2714,0.001
9,0.0,1.3929,0.5586666666666668
9,0.19,1.3929,0.23399999999999999
9,0.38,1.3929,0.09566666666666668
9,0.57,1.3929,0.016
9,0.76,1.3929,0.0036666666666666666
9,0.95,1.3929,0.0013333333333333333
9,0.0,1.5143,0.5353333333333333
9,0.19,1.5143,0.20366666666666666
9,0.38,1.5143,0.07
9,0.57,1.5143,0.011666666666666667
9,0.76,1.5143,0.0033333333333333335
9,0.95,1.5143,0.001
9,0.0,1.6357,0.49033333333333334
9,0.19,1.6357,0.16366666666666665
9,0.38,1.6357,0.06066666666666667
9,0.57,1.6357,0.010333333333333333
9,0.76,1.6357,0.0030000000000000005
9,0.95,1.6357,0.0013333333333333333
9,0.0,1.7571,0.446
9,0.19,1.7571,0.13933333333333334
9,0.38,1.7571,0.043000000000000003
9,0.57,1.7571,0.009333333333333332
9,0.76,1.7571,0.0026666666666666666
9,0.95,1.7571,0.002
9,0.0,1.8786,0.4063333333333334
9,0.19,1.8786,0.12
9,0.38,1.8786,0.033
9,0.57,1.8786,0.006666666666666667
9,0.76,1.8786,0.0023333333333333335
9,0.95,1.8786,0.0016666666666666668
9,0.0,2.0,0.359
9,0.19,2.0,0.09333333333333334
9,0.38,2.0,0.027
9,0.57,2.0,0.007666666666666666
9,0.76,2.0,0.0023333333333333335
9,0.95,2.0,0.0013333333333333333
10,0.0,0.0,0.703
10,0.19,0.0,0.677
10,0.38,0.0,0.621
10,0.57,0.0,0.471
10,0.76,0.0,0.11
10,0.95,0.0,0.006
10,0.0,0.3,0.4586666666666667
10,0.19,0.3,0.3273333333333333
10,0.38,0.3,0.15533333333333332
10,0.57,0.3,0.042
10,0.76,0.3,0.005
10,0.95,0.3,0.0
10,0.0,0.4214,0.4523333333333333
10,0.19,0.4214,0.3196666666666667
10,0.38,0.4214,0.14100000000000001
10,0.57,0.4214,0.039
10,0.76,0.4214,0.004333333333333334
10,0.95,0.4214,0.0
10,0.0,0.5429,0.4406666666666667
10,0.19,0.5429,0.31
10,0.38,0.5429,0.13266666666666668
10,0.57,0.5429,0.036000000000000004
10,0.76,0.5429,0.0036666666666666666
10,0.95,0.5429,0.0
10,0.0,0.6643,0.42533333333333334
10,0.19,0.6643,0.29466666666666663
10,0.38,0.6643,0.119
10,0.57,0.6643,0.03133333333333333
10,0.76,0.6643,0.0036666666666666666
10,0.95,0.6643,0.0006666666666666666
10,0.0,0.7857,0.4093333333333333
10,0.19,0.7857,0.26933333333333337
10,0.38,0.7857,0.10166666666666668
10,0.57,0.7857,0.025333333333333336
10,0.76,0.7857,0.0030000000000000005
10,0.95,0.7857,0.0006666666666666666
10,0.0,0.9071,0.40066666666666667
10,0.19,0.9071,0.24766666666666667
10,0.38,0.9071,0.08666666666666667
10,0.57,0.9071,0.023000000000000003
10,0.76,0.9071,0.0033333333333333335
10,0.95,0.9071,0.0
10,0.0,1.0286,0.37366666666666665
10,0.19,1.0286,0.22633333333333336
10,0.38,1.0286,0.08133333333333333
10,0.57,1.0286,0.017333333333333336
10,0.76,1.0286,0.0030000000000000005
10,0.95,1.0286,0.0003333333333333333
10,0.0,1.15,0.3456666666666666
10,0.19,1.15,0.19400000000000003
10,0.38,1.15,0.06833333333333334
10,0.57,1.15,0.016666666666666666
10,0.76,1.15,0.0023333333333333335
10,0.95,1.15,0.0006666666666666666
10,0.0,1.2714,0.316
10,0.19,1.2714,0.17366666666666664
10,0.38,1.2714,0.052
10,0.57,1.2714,0.009333333333333332
10,0.76,1.2714,0.001
10,0.95,1.2714,0.0
10,0.0,1.3929,0.287
10,0.19,1.3929,0.152
10,0.38,1.3929,0.03966666666666666
10,0.57,1.3929,0.008
10,0.76,1.3929,0.001
10,0.95,1.3929,0.0
10,0.0,1.5143,0.262
10,0.19,1.5143,0.14100000000000001
10,0.38,1.5143,0.03133333333333333
10,0.57,1.5143,0.007333333333333333
10,0.76,1.5143,0.001
10,0.95,1.5143,0.0006666666666666666
10,0.0,1.6357,0.23233333333333336
10,0.19,1.6357,0.12066666666666666
10,0.38,1.6357,0.02266666666666667
10,0.57,1.6357,0.005666666666666667
10,0.76,1.6357,0.001
10,0.95,1.6357,0.001
10,0.0,1.7571,0.20766666666666667
10,0.19,1.7571,0.10133333333333333
10,0.38,1.7571,0.017
10,0.57,1.7571,0.005
10,0.76,1.7571,0.001
10,0.95,1.7571,0.001
10,0.0,1.8786,0.18066666666666667
10,0.19,1.8786,0.08600000000000001
10,0.38,1.8786,0.013
10,0.57,1.8786,0.005666666666666667
10,0.76,1.8786,0.001
10,0.95,1.8786,0.002
10,0.0,2.0,0.16233333333333333
10,0.19,2.0,0.071
10,0.38,2.0,0.011333333333333332
10,0.57,2.0,0.004333333333333334
10,0.76,2.0,0.001
10,0.95,2.0,0.002
11,0.0,0.0,0.703
11,0.19,0.0,0.677
11,0.38,0.0,0.621
11,0.57,0.0,0.471
11,0.76,0.0,0.11
11,0.95,0.0,0.006
11,0.0,0.3,0.6833333333333335
11,0.19,0.3,0.6046666666666666
11,0.38,0.3,0.4486666666666667
11,0.57,0.3,0.257
11,0.76,0.3,0.021
11,0.95,0.3,0.0026666666666666666
11,0.0,0.4214,0.68
11,0.19,0.4214,0.6016666666666667
11,0.38,0.4214,0.44
11,0.57,0.4214,0.254
11,0.76,0.4214,0.019666666666666666
11,0.95,0.4214,0.0023333333333333335
11,0.0,0.5429,0.6750000000000002
11,0.19,0.5429,0.597
11,0.38,0.5429,0.433
11,0.57,0.5429,0.24266666666666667
11,0.76,0.5429,0.017333333333333333
11,0.95,0.5429,0.0016666666666666668
11,0.0,0.6643,0.6763333333333333
11,0.19,0.6643,0.5993333333333334
11,0.38,0.6643,0.4226666666666667
11,0.57,0.6643,0.224
11,0.76,0.6643,0.016333333333333335
11,0.95,0.6643,0.0016666666666666668
11,0.0,0.7857,0.673
11,0.19,0.7857,0.59
11,0.38,0.7857,0.4166666666666667
11,0.57,0.7857,0.22333333333333336
11,0.76,0.7857,0.017
11,0.95,0.7857,0.0006666666666666666
11,0.0,0.9071,0.668
11,0.19,0.9071,0.577
11,0.38,0.9071,0.39966666666666667
11,0.57,0.9071,0.20366666666666666
11,0.76,0.9071,0.017
11,0.95,0.9071,0.0013333333333333333
11,0.0,1.0286,0.663
11,0.19,1.0286,0.5736666666666665
11,0.38,1.0286,0.3913333333333333
11,0.57,1.0286,0.2006666666666667
11,0.76,1.0286,0.014666666666666666
11,0.95,1.0286,0.0003333333333333333
11,0.0,1.15,0.656
11,0.19,1.15,0.5616666666666666
11,0.38,1.15,0.38033333333333336
11,0.57,1.15,0.18933333333333335
11,0.76,1.15,0.013666666666666667
11,0.95,1.15,0.0003333333333333333
11,0.0,1.2714,0.6413333333333334
11,0.19,1.2714,0.5483333333333335
11,0.38,1.2714,0.35799999999999993
11,0.57,1.2714,0.17500000000000002
11,0.76,1.2714,0.013
11,0.95,1.2714,0.001
11,0.0,1.3929,0.629
11,0.19,1.3929,0.537
11,0.38,1.3929,0.35200000000000004
11,0.57,1.3929,0.15466666666666665
11,0.76,1.3929,0.011333333333333334
11,0.95,1.3929,0.0006666666666666666
11,0.0,1.5143,0.6206666666666667
11,0.19,1.5143,0.519
11,0.38,1.5143,0.335
11,0.57,1.5143,0.14133333333333334
11,0.76,1.5143,0.011999999999999999
11,0.95,1.5143,0.0016666666666666668
11,0.0,1.6357,0.6166666666666667
11,0.19,1.6357,0.507
11,0.38,1.6357,0.31233333333333335
11,0.57,1.6357,0.121
11,0.76,1.6357,0.010333333333333333
11,0.95,1.6357,0.0006666666666666666
11,0.0,1.7571,0.5946666666666666
11,0.19,1.7571,0.484
11,0.38,1.7571,0.295
11,0.57,1.7571,0.11033333333333334
11,0.76,1.7571,0.011000000000000001
11,0.95,1.7571,0.0006666666666666666
11,0.0,1.8786,0.58
11,0.19,1.8786,0.467
11,0.38,1.8786,0.27366666666666667
11,0.57,1.8786,0.10033333333333334
11,0.76,1.8786,0.008666666666666668
11,0.95,1.8786,0.0013333333333333333
11,0.0,2.0,0.5663333333333332
11,0.19,2.0,0.458
11,0.38,2.0,0.26166666666666666
11,0.57,2.0,0.08933333333333333
11,0.76,2.0,0.009666666666666667
11,0.95,2.0,0.0013333333333333333
12,0.0,0.0,0.703
12,0.19,0.0,0.678
12,0.38,0.0,0.634
12,0.57,0.0,0.429
12,0.76,0.0,0.18
12,0.95,0.0,0.002
12,0.0,0.3,0.4053333333333333
12,0.19,0.3,0.2876666666666667
12,0.38,0.3,0.14100000000000001
12,0.57,0.3,0.031
12,0.76,0.3,0.0036666666666666666
12,0.95,0.3,0.001
12,0.0,0.4214,0.3946666666666667
12,0.19,0.4214,0.276
12,0.38,0.4214,0.13133333333333333
12,0.57,0.4214,0.028999999999999998
12,0.76,0.4214,0.004333333333333334
12,0.95,0.4214,0.001
12,0.0,0.5429,0.379
12,0.19,0.5429,0.259
12,0.38,0.5429,0.11933333333333333
12,0.57,0.5429,0.028333333333333335
12,0.76,0.5429,0.0036666666666666666
12,0.95,0.5429,0.001
12,0.0,0.6643,0.35966666666666663
12,0.19,0.6643,0.245
12,0.38,0.6643,0.11433333333333333
12,0.57,0.6643,0.023000000000000003
12,0.76,0.6643,0.0033333333333333335
12,0.95,0.6643,0.001
12,0.0,0.7857,0.34833333333333333
12,0.19,0.7857,0.22999999999999998
12,0.38,0.7857,0.104
12,0.57,0.7857,0.018666666666666668
12,0.76,0.7857,0.0033333333333333335
12,0.95,0.7857,0.001
12,0.0,0.9071,0.32666666666666666
12,0.19,0.9071,0.20966666666666667
12,0.38,0.9071,0.09433333333333334
12,0.57,0.9071,0.018000000000000002
12,0.76,0.9071,0.0026666666666666666
12,0.95,0.9071,0.001
12,0.0,1.0286,0.29866666666666664
12,0.19,1.0286,0.19000000000000003
12,0.38,1.0286,0.08833333333333333
12,0.57,1.0286,0.016
12,0.76,1.0286,0.0030000000000000005
12,0.95,1.0286,0.001
12,0.0,1.15,0.26533333333333337
12,0.19,1.15,0.16866666666666666
12,0.38,1.15,0.07633333333333332
12,0.57,1.15,0.013
12,0.76,1.15,0.002
12,0.95,1.15,0.001
12,0.0,1.2714,0.23366666666666666
12,0.19,1.2714,0.15333333333333332
12,0.38,1.2714,0.06766666666666667
12,0.57,1.2714,0.015333333333333332
12,0.76,1.2714,0.002
12,0.95,1.2714,0.001
12,0.0,1.3929,0.20333333333333334
12,0.19,1.3929,0.1386666666666667
12,0.38,1.3929,0.054
12,0.57,1.3929,0.012333333333333333
12,0.76,1.3929,0.0013333333333333333
12,0.95,1.3929,0.001
12,0.0,1.5143,0.18766666666666665
12,0.19,1.5143,0.124
12,0.38,1.5143,0.04900000000000001
12,0.57,1.5143,0.01
12,0.76,1.5143,0.001
12,0.95,1.5143,0.0006666666666666666
12,0.0,1.6357,0.159
12,0.19,1.6357,0.10833333333333334
12,0.38,1.6357,0.042333333333333334
12,0.57,1.6357,0.009333333333333332
12,0.76,1.6357,0.001
12,0.95,1.6357,0.0006666666666666666
12,0.0,1.7571,0.14133333333333334
12,0.19,1.7571,0.09433333333333334
12,0.38,1.7571,0.036000000000000004
12,0.57,1.7571,0.007666666666666666
12,0.76,1.7571,0.0013333333333333333
12,0.95,1.7571,0.0
12,0.0,1.8786,0.12433333333333334
12,0.19,1.8786,0.08433333333333333
12,0.38,1.8786,0.03
12,0.57,1.8786,0.006999999999999999
12,0.76,1.8786,0.001
12,0.95,1.8786,0.0003333333333333333
12,0.0,2.0,0.10633333333333334
12,0.19,2.0,0.074
12,0.38,2.0,0.027
12,0.57,2.0,0.006666666666666667
12,0.76,2.0,0.001
12,0.95,2.0,0.0003333333333333333
13,0.0,0.0,0.703
13,0.19,0.0,0.678
13,0.38,0.0,0.634
13,0.57,0.0,0.429
13,0.76,0.0,0.18
13,0.95,0.0,0.002
13,0.0,0.3,0.6743333333333333
13,0.19,0.3,0.5976666666666667
13,0.38,0.3,0.4683333333333333
13,0.57,0.3,0.21433333333333335
13,0.76,0.3,0.03166666666666667
13,0.95,0.3,0.002
13,0.0,0.4214,0.6706666666666669
13,0.19,0.4214,0.597
13,0.38,0.4214,0.467
13,0.57,0.4214,0.212
13,0.76,0.4214,0.03166666666666667
13,0.95,0.4214,0.002
13,0.0,0.5429,0.6763333333333333
13,0.19,0.5429,0.5936666666666667
13,0.38,0.5429,0.45933333333333337
13,0.57,0.5429,0.20633333333333334
13,0.76,0.5429,0.028999999999999998
13,0.95,0.5429,0.002
13,0.0,0.6643,0.673
13,0.19,0.6643,0.5896666666666667
13,0.38,0.6643,0.4543333333333333
13,0.57,0.6643,0.20099999999999998
13,0.76,0.6643,0.028666666666666663
13,0.95,0.6643,0.0016666666666666668
13,0.0,0.7857,0.6696666666666667
13,0.19,0.7857,0.588
13,0.38,0.7857,0.4503333333333333
13,0.57,0.7857,0.19533333333333336
13,0.76,0.7857,0.029666666666666664
13,0.95,0.7857,0.001
13,0.0,0.9071,0.6656666666666667
13,0.19,0.9071,0.5846666666666667
13,0.38,0.9071,0.4386666666666667
13,0.57,0.9071,0.18966666666666665
13,0.76,0.9071,0.027
13,0.95,0.9071,0.001
13,0.0,1.0286,0.664
13,0.19,1.0286,0.5743333333333333
13,0.38,1.0286,0.435
13,0.57,1.0286,0.18333333333333335
13,0.76,1.0286,0.024333333333333335
13,0.95,1.0286,0.001
13,0.0,1.15,0.6573333333333333
13,0.19,1.15,0.5683333333333332
13,0.38,1.15,0.429
13,0.57,1.15,0.17633333333333331
13,0.76,1.15,0.025333333333333333
13,0.95,1.15,0.001
13,0.0,1.2714,0.6526666666666667
13,0.19,1.2714,0.5633333333333334
13,0.38,1.2714,0.4083333333333334
13,0.57,1.2714,0.16333333333333333
13,0.76,1.2714,0.023000000000000003
13,0.95,1.2714,0.001
13,0.0,1.3929,0.6536666666666667
13,0.19,1.3929,0.5536666666666666
13,0.38,1.3929,0.40833333333333327
13,0.57,1.3929,0.156
13,0.76,1.3929,0.02266666666666667
13,0.95,1.3929,0.001
13,0.0,1.5143,0.6466666666666667
13,0.19,1.5143,0.5473333333333333
13,0.38,1.5143,0.38633333333333336
13,0.57,1.5143,0.148
13,0.76,1.5143,0.01966666666666667
13,0.95,1.5143,0.001
13,0.0,1.6357,0.6396666666666667
13,0.19,1.6357,0.535
13,0.38,1.6357,0.36533333333333334
13,0.57,1.6357,0.1366666666666667
13,0.76,1.6357,0.02033333333333333
13,0.95,1.6357,0.001
13,0.0,1.7571,0.6293333333333333
13,0.19,1.7571,0.521
13,0.38,1.7571,0.34733333333333327
13,0.57,1.7571,0.13566666666666669
13,0.76,1.7571,0.02
13,0.95,1.7571,0.001
13,0.0,1.8786,0.6166666666666666
13,0.19,1.8786,0.5036666666666666
13,0.38,1.8786,0.3499999999999999
13,0.57,1.8786,0.11699999999999999
13,0.76,1.8786,0.02033333333333333
13,0.95,1.8786,0.001
13,0.0,2.0,0.6136666666666667
13,0.19,2.0,0.49499999999999994
13,0.38,2.0,0.3296666666666667
13,0.57,2.0,0.10966666666666668
13,0.76,2.0,0.017
13,0.95,2.0,0.001
14,0.0,0.0,0.703
14,0.19,0.0,0.681
14,0.38,0.0,0.616
14,0.57,0.0,0.49
14,0.76,0.0,0.07
14,0.95,0.0,0.001
14,0.0,0.3,0.42333333333333334
14,0.19,0.3,0.31666666666666665
14,0.38,0.3,0.16266666666666665
14,0.57,0.3,0.074
14,0.76,0.3,0.008
14,0.95,0.3,0.001
14,0.0,0.4214,0.41733333333333333
14,0.19,0.4214,0.3153333333333333
14,0.38,0.4214,0.15933333333333333
14,0.57,0.4214,0.07100000000000001
14,0.76,0.4214,0.007
14,0.95,0.4214,0.001
14,0.0,0.5429,0.4163333333333333
14,0.19,0.5429,0.31
14,0.38,0.5429,0.15033333333333332
14,0.57,0.5429,0.06866666666666667
14,0.76,0.5429,0.006333333333333333
14,0.95,0.5429,0.001
14,0.0,0.6643,0.40266666666666673
14,0.19,0.6643,0.3013333333333333
14,0.38,0.6643,0.145
14,0.57,0.6643,0.06366666666666666
14,0.76,0.6643,0.004333333333333334
14,0.95,0.6643,0.001
14,0.0,0.7857,0.39333333333333337
14,0.19,0.7857,0.29266666666666663
14,0.38,0.7857,0.1406666666666667
14,0.57,0.7857,0.05733333333333334
14,0.76,0.7857,0.004333333333333334
14,0.95,0.7857,0.001
14,0.0,0.9071,0.3706666666666667
14,0.19,0.9071,0.277
14,0.38,0.9071,0.127
14,0.57,0.9071,0.04933333333333334
14,0.76,0.9071,0.0033333333333333335
14,0.95,0.9071,0.001
14,0.0,1.0286,0.35733333333333334
14,0.19,1.0286,0.253
14,0.38,1.0286,0.12
14,0.57,1.0286,0.041
14,0.76,1.0286,0.0026666666666666666
14,0.95,1.0286,0.001
14,0.0,1.15,0.3353333333333333
14,0.19,1.15,0.23933333333333331
14,0.38,1.15,0.10333333333333333
14,0.57,1.15,0.03233333333333333
14,0.76,1.15,0.0016666666666666668
14,0.95,1.15,0.001
14,0.0,1.2714,0.31633333333333336
14,0.19,1.2714,0.216
14,0.38,1.2714,0.08566666666666667
14,0.57,1.2714,0.024000000000000004
14,0.76,1.2714,0.0013333333333333333
14,0.95,1.2714,0.001
14,0.0,1.3929,0.2823333333333333
14,0.19,1.3929,0.19499999999999998
14,0.38,1.3929,0.075
14,0.57,1.3929,0.018333333333333337
14,0.76,1.3929,0.0016666666666666668
14,0.95,1.3929,0.001
14,0.0,1.5143,0.24933333333333332
14,0.19,1.5143,0.17366666666666664
14,0.38,1.5143,0.06766666666666667
14,0.57,1.5143,0.012333333333333333
14,0.76,1.5143,0.0016666666666666668
14,0.95,1.5143,0.001
14,0.0,1.6357,0.21366666666666667
14,0.19,1.6357,0.15
14,0.38,1.6357,0.05666666666666667
14,0.57,1.6357,0.009000000000000001
14,0.76,1.6357,0.0023333333333333335
14,0.95,1.6357,0.001
14,0.0,1.7571,0.17833333333333332
14,0.19,1.7571,0.13466666666666668
14,0.38,1.7571,0.04533333333333334
14,0.57,1.7571,0.007666666666666666
14,0.76,1.7571,0.0013333333333333333
14,0.95,1.7571,0.001
14,0.0,1.8786,0.16366666666666665
14,0.19,1.8786,0.10933333333333334
14,0.38,1.8786,0.037
14,0.57,1.8786,0.004666666666666667
14,0.76,1.8786,0.0016666666666666668
14,0.95,1.8786,0.002
14,0.0,2.0,0.13733333333333334
14,0.19,2.0,0.09200000000000001
14,0.38,2.0,0.03266666666666667
14,0.57,2.0,0.004333333333333334
14,0.76,2.0,0.001
14,0.95,2.0,0.004
15,0.0,0.0,0.703
15,0.19,0.0,0.681
15,0.38,0.0,0.616
15,0.57,0.0,0.49
15,0.76,0.0,0.07
15,0.95,0.0,0.001
15,0.0,0.3,0.6713333333333334
15,0.19,0.3,0.5966666666666666
15,0.38,0.3,0.455
15,0.57,0.3,0.284
15,0.76,0.3,0.01933333333333333
15,0.95,0.3,0.001
15,0.0,0.4214,0.666
15,0.19,0.4214,0.5906666666666666
15,0.38,0.4214,0.447
15,0.57,0.4214,0.27366666666666667
15,0.76,0.4214,0.018
15,0.95,0.4214,0.001
15,0.0,0.5429,0.6623333333333333
15,0.19,0.5429,0.584
15,0.38,0.5429,0.44133333333333336
15,0.57,0.5429,0.254
15,0.76,0.5429,0.016333333333333335
15,0.95,0.5429,0.0013333333333333333
15,0.0,0.6643,0.6553333333333334
15,0.19,0.6643,0.5783333333333333
15,0.38,0.6643,0.42533333333333334
15,0.57,0.6643,0.23399999999999999
15,0.76,0.6643,0.016
15,0.95,0.6643,0.002
15,0.0,0.7857,0.6493333333333333
15,0.19,0.7857,0.5673333333333332
15,0.38,0.7857,0.412
15,0.57,0.7857,0.21
15,0.76,0.7857,0.014666666666666666
15,0.95,0.7857,0.0026666666666666666
15,0.0,0.9071,0.6433333333333333
15,0.19,0.9071,0.5596666666666668
15,0.38,0.9071,0.393
15,0.57,0.9071,0.19066666666666668
15,0.76,0.9071,0.013333333333333334
15,0.95,0.9071,0.0036666666666666666
15,0.0,1.0286,0.6346666666666666
15,0.19,1.0286,0.5473333333333333
15,0.38,1.0286,0.37733333333333335
15,0.57,1.0286,0.17333333333333334
15,0.76,1.0286,0.012333333333333333
15,0.95,1.0286,0.0033333333333333335
15,0.0,1.15,0.624
15,0.19,1.15,0.532
15,0.38,1.15,0.34800000000000003
15,0.57,1.15,0.15466666666666665
15,0.76,1.15,0.009333333333333332
15,0.95,1.15,0.0030000000000000005
15,0.0,1.2714,0.6153333333333334
15,0.19,1.2714,0.512
15,0.38,1.2714,0.32833333333333337
15,0.57,1.2714,0.14
15,0.76,1.2714,0.009
15,0.95,1.2714,0.0023333333333333335
15,0.0,1.3929,0.6013333333333333
15,0.19,1.3929,0.4923333333333333
15,0.38,1.3929,0.30033333333333334
15,0.57,1.3929,0.12333333333333334
15,0.76,1.3929,0.007
15,0.95,1.3929,0.001
15,0.0,1.5143,0.5763333333333334
15,0.19,1.5143,0.47300000000000003
15,0.38,1.5143,0.27
15,0.57,1.5143,0.10533333333333333
15,0.76,1.5143,0.007666666666666666
15,0.95,1.5143,0.001
15,0.0,1.6357,0.5640000000000001
15,0.19,1.6357,0.448
15,0.38,1.6357,0.24633333333333332
15,0.57,1.6357,0.09000000000000001
15,0.76,1.6357,0.006666666666666667
15,0.95,1.6357,0.0003333333333333333
15,0.0,1.7571,0.5463333333333334
15,0.19,1.7571,0.43
15,0.38,1.7571,0.21633333333333335
15,0.57,1.7571,0.07600000000000001
15,0.76,1.7571,0.007
15,0.95,1.7571,0.0006666666666666666
15,0.0,1.8786,0.5146666666666667
15,0.19,1.8786,0.4053333333333333
15,0.38,1.8786,0.19566666666666666
15,0.57,1.8786,0.07233333333333335
15,0.76,1.8786,0.006666666666666667
15,0.95,1.8786,0.0
15,0.0,2.0,0.49099999999999994
15,0.19,2.0,0.36999999999999994
15,0.38,2.0,0.17533333333333334
15,0.57,2.0,0.057333333333333326
15,0.76,2.0,0.007666666666666666
15,0.95,2.0,0.0
16,0.0,0.0,0.703
16,0.19,0.0,0.655
16,0.38,0.0,0.567
16,0.57,0.0,0.358
16,0.76,0.0,0.085
