split_layer,drop_rate,sigma,accuracy
31,0.57,2.0,0.4116666666666666
31,0.76,2.0,0.19266666666666668
31,0.95,2.0,0.016999999999999998
32,0.0,0.0,0.703
32,0.19,0.0,0.657
32,0.38,0.0,0.607
32,0.57,0.0,0.48
32,0.76,0.0,0.283
32,0.95,0.0,0.031
32,0.0,0.3,0.695
32,0.19,0.3,0.6393333333333333
32,0.38,0.3,0.5493333333333333
32,0.57,0.3,0.4003333333333334
32,0.76,0.3,0.164
32,0.95,0.3,0.012000000000000002
32,0.0,0.4214,0.6963333333333334
32,0.19,0.4214,0.6383333333333333
32,0.38,0.4214,0.545
32,0.57,0.4214,0.3946666666666667
32,0.76,0.4214,0.161
32,0.95,0.4214,0.011333333333333332
32,0.0,0.5429,0.6953333333333332
32,0.19,0.5429,0.6333333333333333
32,0.38,0.5429,0.5343333333333334
32,0.57,0.5429,0.38466666666666666
32,0.76,0.5429,0.15933333333333333
32,0.95,0.5429,0.011666666666666667
32,0.0,0.6643,0.6880000000000001
32,0.19,0.6643,0.6233333333333334
32,0.38,0.6643,0.5246666666666666
32,0.57,0.6643,0.3593333333333333
32,0.76,0.6643,0.144
32,0.95,0.6643,0.008
32,0.0,0.7857,0.6716666666666667
32,0.19,0.7857,0.6123333333333333
32,0.38,0.7857,0.5063333333333334
32,0.57,0.7857,0.3406666666666667
32,0.76,0.7857,0.13166666666666668
32,0.95,0.7857,0.008666666666666668
32,0.0,0.9071,0.6576666666666667
32,0.19,0.9071,0.6023333333333333
32,0.38,0.9071,0.47866666666666663
32,0.57,0.9071,0.31433333333333335
32,0.76,0.9071,0.11866666666666666
32,0.95,0.9071,0.008
32,0.0,1.0286,0.6363333333333333
32,0.19,1.0286,0.588
32,0.38,1.0286,0.445
32,0.57,1.0286,0.2823333333333334
32,0.76,1.0286,0.105
32,0.95,1.0286,0.007666666666666666
32,0.0,1.15,0.6163333333333333
32,0.19,1.15,0.5693333333333332
32,0.38,1.15,0.42133333333333334
32,0.57,1.15,0.24866666666666667
32,0.76,1.15,0.08033333333333333
32,0.95,1.15,0.005
32,0.0,1.2714,0.5836666666666667
32,0.19,1.2714,0.5323333333333333
32,0.38,1.2714,0.38766666666666666
32,0.57,1.2714,0.21366666666666667
32,0.76,1.2714,0.065
32,0.95,1.2714,0.006000000000000001
32,0.0,1.3929,0.5416666666666667
32,0.19,1.3929,0.5003333333333333
32,0.38,1.3929,0.336
32,0.57,1.3929,0.18966666666666665
32,0.76,1.3929,0.05433333333333334
32,0.95,1.3929,0.007333333333333333
32,0.0,1.5143,0.498
32,0.19,1.5143,0.45333333333333337
32,0.38,1.5143,0.298
32,0.57,1.5143,0.159
32,0.76,1.5143,0.044000000000000004
32,0.95,1.5143,0.005
32,0.0,1.6357,0.44366666666666665
32,0.19,1.6357,0.3960000000000001
32,0.38,1.6357,0.262
32,0.57,1.6357,0.12933333333333333
32,0.76,1.6357,0.035
32,0.95,1.6357,0.006333333333333333
32,0.0,1.7571,0.37966666666666665
32,0.19,1.7571,0.35200000000000004
32,0.38,1.7571,0.22333333333333336
32,0.57,1.7571,0.11599999999999999
32,0.76,1.7571,0.026
32,0.95,1.7571,0.004666666666666666
32,0.0,1.8786,0.3156666666666667
32,0.19,1.8786,0.30466666666666664
32,0.38,1.8786,0.19366666666666665
32,0.57,1.8786,0.09100000000000001
32,0.76,1.8786,0.02033333333333333
32,0.95,1.8786,0.006000000000000001
32,0.0,2.0,0.243
32,0.19,2.0,0.25033333333333335
32,0.38,2.0,0.16333333333333333
32,0.57,2.0,0.081
32,0.76,2.0,0.014333333333333332
32,0.95,2.0,0.005666666666666667
33,0.0,0.0,0.703
33,0.19,0.0,0.657
33,0.38,0.0,0.607
33,0.57,0.0,0.48
33,0.76,0.0,0.283
33,0.95,0.0,0.031
33,0.0,0.3,0.7063333333333333
33,0.19,0.3,0.6573333333333333
33,0.38,0.3,0.6053333333333333
33,0.57,0.3,0.4736666666666666
33,0.76,0.3,0.26533333333333337
33,0.95,0.3,0.02766666666666667
33,0.0,0.4214,0.7066666666666667
33,0.19,0.4214,0.6566666666666667
33,0.38,0.4214,0.596
33,0.57,0.4214,0.47000000000000003
33,0.76,0.4214,0.257
33,0.95,0.4214,0.026
33,0.0,0.5429,0.7046666666666667
33,0.19,0.5429,0.6583333333333333
33,0.38,0.5429,0.6003333333333333
33,0.57,0.5429,0.459
33,0.76,0.5429,0.25
33,0.95,0.5429,0.025000000000000005
33,0.0,0.6643,0.7016666666666665
33,0.19,0.6643,0.6566666666666666
33,0.38,0.6643,0.591
33,0.57,0.6643,0.45166666666666666
33,0.76,0.6643,0.235
33,0.95,0.6643,0.020666666666666667
33,0.0,0.7857,0.6996666666666665
33,0.19,0.7857,0.6550000000000001
33,0.38,0.7857,0.589
33,0.57,0.7857,0.439
33,0.76,0.7857,0.221
33,0.95,0.7857,0.022333333333333334
33,0.0,0.9071,0.7013333333333334
33,0.19,0.9071,0.649
33,0.38,0.9071,0.5746666666666665
33,0.57,0.9071,0.424
33,0.76,0.9071,0.20033333333333334
33,0.95,0.9071,0.021
33,0.0,1.0286,0.7023333333333333
33,0.19,1.0286,0.6536666666666666
33,0.38,1.0286,0.5673333333333334
33,0.57,1.0286,0.4083333333333334
33,0.76,1.0286,0.19233333333333333
33,0.95,1.0286,0.01966666666666667
33,0.0,1.15,0.6966666666666667
33,0.19,1.15,0.6416666666666667
33,0.38,1.15,0.557
33,0.57,1.15,0.38166666666666665
33,0.76,1.15,0.17466666666666666
33,0.95,1.15,0.017666666666666667
33,0.0,1.2714,0.6943333333333332
33,0.19,1.2714,0.6336666666666667
33,0.38,1.2714,0.5376666666666666
33,0.57,1.2714,0.3593333333333333
33,0.76,1.2714,0.162
33,0.95,1.2714,0.016
33,0.0,1.3929,0.6923333333333334
33,0.19,1.3929,0.6203333333333333
33,0.38,1.3929,0.5266666666666667
33,0.57,1.3929,0.337
33,0.76,1.3929,0.143
33,0.95,1.3929,0.014333333333333335
33,0.0,1.5143,0.6859999999999999
33,0.19,1.5143,0.6116666666666667
33,0.38,1.5143,0.5046666666666667
33,0.57,1.5143,0.31666666666666665
33,0.76,1.5143,0.12733333333333333
33,0.95,1.5143,0.012666666666666666
33,0.0,1.6357,0.6693333333333333
33,0.19,1.6357,0.6056666666666666
33,0.38,1.6357,0.48233333333333334
33,0.57,1.6357,0.30066666666666664
33,0.76,1.6357,0.10966666666666668
33,0.95,1.6357,0.012333333333333335
33,0.0,1.7571,0.6716666666666667
33,0.19,1.7571,0.578
33,0.38,1.7571,0.4623333333333333
33,0.57,1.7571,0.27066666666666667
33,0.76,1.7571,0.08966666666666667
33,0.95,1.7571,0.012000000000000002
33,0.0,1.8786,0.6496666666666667
33,0.19,1.8786,0.5643333333333334
33,0.38,1.8786,0.43166666666666664
33,0.57,1.8786,0.23399999999999999
33,0.76,1.8786,0.08066666666666666
33,0.95,1.8786,0.011999999999999999
33,0.0,2.0,0.637
33,0.19,2.0,0.5380000000000001
33,0.38,2.0,0.38966666666666666
33,0.57,2.0,0.21333333333333335
33,0.76,2.0,0.06366666666666666
33,0.95,2.0,0.009
34,0.0,0.0,0.703
34,0.19,0.0,0.669
34,0.38,0.0,0.624
34,0.57,0.0,0.541
34,0.76,0.0,0.328
34,0.95,0.0,0.032
34,0.0,0.3,0.6956666666666665
34,0.19,0.3,0.6566666666666667
34,0.38,0.3,0.5736666666666667
34,0.57,0.3,0.4656666666666667
34,0.76,0.3,0.283
34,0.95,0.3,0.034333333333333334
34,0.0,0.4214,0.6476666666666667
34,0.19,0.4214,0.6013333333333333
34,0.38,0.4214,0.5
34,0.57,0.4214,0.40066666666666667
34,0.76,0.4214,0.236
34,0.95,0.4214,0.025000000000000005
34,0.0,0.5429,0.5293333333333333
34,0.19,0.5429,0.5126666666666667
34,0.38,0.5429,0.4116666666666666
34,0.57,0.5429,0.3116666666666667
34,0.76,0.5429,0.17266666666666666
34,0.95,0.5429,0.018666666666666665
34,0.0,0.6643,0.3356666666666667
34,0.19,0.6643,0.38199999999999995
34,0.38,0.6643,0.30433333333333334
34,0.57,0.6643,0.21966666666666668
34,0.76,0.6643,0.11499999999999999
34,0.95,0.6643,0.017333333333333336
34,0.0,0.7857,0.138
34,0.19,0.7857,0.247
34,0.38,0.7857,0.219
34,0.57,0.7857,0.14233333333333334
34,0.76,0.7857,0.074
34,0.95,0.7857,0.012333333333333335
34,0.0,0.9071,0.043000000000000003
34,0.19,0.9071,0.123
34,0.38,0.9071,0.14400000000000002
34,0.57,0.9071,0.09166666666666667
34,0.76,0.9071,0.043000000000000003
34,0.95,0.9071,0.011000000000000001
34,0.0,1.0286,0.011333333333333334
34,0.19,1.0286,0.056
34,0.38,1.0286,0.10533333333333333
34,0.57,1.0286,0.06166666666666667
34,0.76,1.0286,0.029666666666666664
34,0.95,1.0286,0.009
34,0.0,1.15,0.004666666666666667
34,0.19,1.15,0.028
34,0.38,1.15,0.07566666666666666
34,0.57,1.15,0.043333333333333335
34,0.76,1.15,0.01933333333333333
34,0.95,1.15,0.008666666666666668
34,0.0,1.2714,0.0023333333333333335
34,0.19,1.2714,0.016333333333333335
34,0.38,1.2714,0.055333333333333325
34,0.57,1.2714,0.03833333333333333
34,0.76,1.2714,0.017
34,0.95,1.2714,0.006666666666666667
34,0.0,1.3929,0.0026666666666666666
34,0.19,1.3929,0.011666666666666667
34,0.38,1.3929,0.03833333333333333
34,0.57,1.3929,0.028
34,0.76,1.3929,0.011333333333333334
34,0.95,1.3929,0.006333333333333333
34,0.0,1.5143,0.003666666666666667
34,0.19,1.5143,0.008333333333333333
34,0.38,1.5143,0.027999999999999997
34,0.57,1.5143,0.025333333333333333
34,0.76,1.5143,0.007333333333333333
34,0.95,1.5143,0.005333333333333333
34,0.0,1.6357,0.002
34,0.19,1.6357,0.007666666666666668
34,0.38,1.6357,0.022333333333333334
34,0.57,1.6357,0.021666666666666667
34,0.76,1.6357,0.005666666666666667
34,0.95,1.6357,0.005
34,0.0,1.7571,0.0030000000000000005
34,0.19,1.7571,0.005666666666666667
34,0.38,1.7571,0.018666666666666665
34,0.57,1.7571,0.016333333333333335
34,0.76,1.7571,0.004666666666666667
34,0.95,1.7571,0.0036666666666666666
34,0.0,1.8786,0.0026666666666666666
34,0.19,1.8786,0.005
34,0.38,1.8786,0.015
34,0.57,1.8786,0.018
34,0.76,1.8786,0.004
34,0.95,1.8786,0.0033333333333333335
34,0.0,2.0,0.0013333333333333333
34,0.19,2.0,0.006333333333333333
34,0.38,2.0,0.014333333333333332
34,0.57,2.0,0.015666666666666666
34,0.76,2.0,0.004
34,0.95,2.0,0.0023333333333333335
35,0.0,0.0,0.703
35,0.19,0.0,0.669
35,0.38,0.0,0.624
35,0.57,0.0,0.541
35,0.76,0.0,0.328
35,0.95,0.0,0.032
35,0.0,0.3,0.6596666666666667
35,0.19,0.3,0.6190000000000001
35,0.38,0.3,0.5223333333333334
35,0.57,0.3,0.39733333333333337
35,0.76,0.3,0.20533333333333334
35,0.95,0.3,0.021666666666666667
35,0.0,0.4214,0.586
35,0.19,0.4214,0.5526666666666668
35,0.38,0.4214,0.4586666666666667
35,0.57,0.4214,0.33
35,0.76,0.4214,0.16433333333333333
35,0.95,0.4214,0.019
35,0.0,0.5429,0.488
35,0.19,0.5429,0.4876666666666667
35,0.38,0.5429,0.38466666666666666
35,0.57,0.5429,0.263
35,0.76,0.5429,0.124
35,0.95,0.5429,0.017333333333333336
35,0.0,0.6643,0.36633333333333334
35,0.19,0.6643,0.418
35,0.38,0.6643,0.32
35,0.57,0.6643,0.20533333333333334
35,0.76,0.6643,0.09066666666666667
35,0.95,0.6643,0.013333333333333334
35,0.0,0.7857,0.238
35,0.19,0.7857,0.327
35,0.38,0.7857,0.255
35,0.57,0.7857,0.15933333333333333
35,0.76,0.7857,0.06433333333333334
35,0.95,0.7857,0.010666666666666666
35,0.0,0.9071,0.11633333333333333
35,0.19,0.9071,0.25033333333333335
35,0.38,0.9071,0.20533333333333334
35,0.57,0.9071,0.12366666666666666
35,0.76,0.9071,0.050666666666666665
35,0.95,0.9071,0.009333333333333332
35,0.0,1.0286,0.05100000000000001
35,0.19,1.0286,0.17533333333333334
35,0.38,1.0286,0.17633333333333331
35,0.57,1.0286,0.10633333333333334
35,0.76,1.0286,0.037
35,0.95,1.0286,0.008333333333333333
35,0.0,1.15,0.019
35,0.19,1.15,0.119
35,0.38,1.15,0.146
35,0.57,1.15,0.08466666666666667
35,0.76,1.15,0.03233333333333333
35,0.95,1.15,0.007333333333333333
35,0.0,1.2714,0.009666666666666665
35,0.19,1.2714,0.07633333333333332
35,0.38,1.2714,0.125
35,0.57,1.2714,0.07033333333333334
35,0.76,1.2714,0.024999999999999998
35,0.95,1.2714,0.006666666666666667
35,0.0,1.3929,0.006666666666666667
35,0.19,1.3929,0.052333333333333336
35,0.38,1.3929,0.104
35,0.57,1.3929,0.059666666666666666
35,0.76,1.3929,0.018333333333333337
35,0.95,1.3929,0.006666666666666667
35,0.0,1.5143,0.004333333333333334
35,0.19,1.5143,0.036333333333333336
35,0.38,1.5143,0.09133333333333334
35,0.57,1.5143,0.052
35,0.76,1.5143,0.015666666666666666
35,0.95,1.5143,0.005999999999999999
35,0.0,1.6357,0.0033333333333333335
35,0.19,1.6357,0.02333333333333333
35,0.38,1.6357,0.07633333333333332
35,0.57,1.6357,0.043000000000000003
35,0.76,1.6357,0.010666666666666666
35,0.95,1.6357,0.005666666666666667
35,0.0,1.7571,0.004333333333333334
35,0.19,1.7571,0.016333333333333335
35,0.38,1.7571,0.066
35,0.57,1.7571,0.03833333333333333
35,0.76,1.7571,0.010333333333333333
35,0.95,1.7571,0.005666666666666667
35,0.0,1.8786,0.0036666666666666666
35,0.19,1.8786,0.013333333333333334
35,0.38,1.8786,0.058666666666666666
35,0.57,1.8786,0.028999999999999998
35,0.76,1.8786,0.006333333333333333
35,0.95,1.8786,0.005
35,0.0,2.0,0.0026666666666666666
35,0.19,2.0,0.011333333333333334
35,0.38,2.0,0.04800000000000001
35,0.57,2.0,0.028999999999999998
35,0.76,2.0,0.006333333333333334
35,0.95,2.0,0.005
36,0.0,0.0,0.703
36,0.19,0.0,0.669
36,0.38,0.0,0.624
36,0.57,0.0,0.541
36,0.76,0.0,0.328
36,0.95,0.0,0.032
36,0.0,0.3,0.706
36,0.19,0.3,0.668
36,0.38,0.3,0.6203333333333333
36,0.57,0.3,0.5393333333333333
36,0.76,0.3,0.32866666666666666
36,0.95,0.3,0.03
36,0.0,0.4214,0.703
36,0.19,0.4214,0.6676666666666667
36,0.38,0.4214,0.6193333333333334
36,0.57,0.4214,0.5306666666666667
36,0.76,0.4214,0.3276666666666667
36,0.95,0.4214,0.03133333333333333
36,0.0,0.5429,0.7026666666666667
36,0.19,0.5429,0.6706666666666666
36,0.38,0.5429,0.6186666666666667
36,0.57,0.5429,0.535
36,0.76,0.5429,0.326
36,0.95,0.5429,0.03333333333333333
36,0.0,0.6643,0.6996666666666665
36,0.19,0.6643,0.6646666666666666
36,0.38,0.6643,0.6173333333333333
36,0.57,0.6643,0.5343333333333334
36,0.76,0.6643,0.3253333333333333
36,0.95,0.6643,0.028333333333333332
36,0.0,0.7857,0.6999999999999998
36,0.19,0.7857,0.6653333333333333
36,0.38,0.7857,0.621
36,0.57,0.7857,0.5243333333333333
36,0.76,0.7857,0.31466666666666665
36,0.95,0.7857,0.029333333333333336
36,0.0,0.9071,0.6973333333333332
36,0.19,0.9071,0.6656666666666667
36,0.38,0.9071,0.6073333333333334
36,0.57,0.9071,0.5256666666666666
36,0.76,0.9071,0.3196666666666667
36,0.95,0.9071,0.03
36,0.0,1.0286,0.706
36,0.19,1.0286,0.66
36,0.38,1.0286,0.614
36,0.57,1.0286,0.5156666666666666
36,0.76,1.0286,0.30833333333333335
36,0.95,1.0286,0.03266666666666667
36,0.0,1.15,0.6930000000000001
36,0.19,1.15,0.6613333333333333
36,0.38,1.15,0.6086666666666666
36,0.57,1.15,0.5123333333333333
36,0.76,1.15,0.3156666666666667
36,0.95,1.15,0.030666666666666665
36,0.0,1.2714,0.6880000000000001
36,0.19,1.2714,0.6523333333333333
36,0.38,1.2714,0.602
36,0.57,1.2714,0.5076666666666667
36,0.76,1.2714,0.3053333333333333
36,0.95,1.2714,0.03266666666666667
36,0.0,1.3929,0.6876666666666668
36,0.19,1.3929,0.654
36,0.38,1.3929,0.599
36,0.57,1.3929,0.49533333333333335
36,0.76,1.3929,0.29466666666666663
36,0.95,1.3929,0.031
36,0.0,1.5143,0.6880000000000001
36,0.19,1.5143,0.6483333333333333
36,0.38,1.5143,0.5933333333333333
36,0.57,1.5143,0.4963333333333333
36,0.76,1.5143,0.2956666666666667
36,0.95,1.5143,0.030333333333333334
36,0.0,1.6357,0.6806666666666668
36,0.19,1.6357,0.648
36,0.38,1.6357,0.594
36,0.57,1.6357,0.49266666666666664
36,0.76,1.6357,0.295
36,0.95,1.6357,0.028999999999999998
36,0.0,1.7571,0.6789999999999999
36,0.19,1.7571,0.64
36,0.38,1.7571,0.585
36,0.57,1.7571,0.49133333333333334
36,0.76,1.7571,0.29066666666666663
36,0.95,1.7571,0.025666666666666667
36,0.0,1.8786,0.6803333333333335
36,0.19,1.8786,0.6426666666666666
36,0.38,1.8786,0.576
36,0.57,1.8786,0.47933333333333333
36,0.76,1.8786,0.274
36,0.95,1.8786,0.028999999999999998
36,0.0,2.0,0.6753333333333335
36,0.19,2.0,0.6363333333333333
36,0.38,2.0,0.5723333333333332
36,0.57,2.0,0.46399999999999997
36,0.76,2.0,0.27033333333333337
36,0.95,2.0,0.028999999999999998
